value,5-card,6-card,7-card,8-card,hand,rank
6371,1020,16080,93240,175140,"['A', 'Q', 'J', '7', '6']",HC
6372,1020,12060,46620,0,"['A', 'Q', 'J', '7', '5']",HC
6373,1020,8040,15540,0,"['A', 'Q', 'J', '7', '4']",HC
6374,1020,4020,0,0,"['A', 'Q', 'J', '7', '3']",HC
6375,1020,0,0,0,"['A', 'Q', 'J', '7', '2']",HC
6376,1020,12060,46620,0,"['A', 'Q', 'J', '6', '5']",HC
6377,1020,8040,15540,0,"['A', 'Q', 'J', '6', '4']",HC
6378,1020,4020,0,0,"['A', 'Q', 'J', '6', '3']",HC
6379,1020,0,0,0,"['A', 'Q', 'J', '6', '2']",HC
6380,1020,8040,0,0,"['A', 'Q', 'J', '5', '4']",HC
6381,1020,4020,0,0,"['A', 'Q', 'J', '5', '3']",HC
6382,1020,0,0,0,"['A', 'Q', 'J', '5', '2']",HC
6383,1020,4020,0,0,"['A', 'Q', 'J', '4', '3']",HC
6384,1020,0,0,0,"['A', 'Q', 'J', '4', '2']",HC
6385,1020,0,0,0,"['A', 'Q', 'J', '3', '2']",HC
6386,1020,24120,217560,934080,"['A', 'Q', 'T', '9', '8']",HC
6387,1020,20100,155400,583800,"['A', 'Q', 'T', '9', '7']",HC
6388,1020,16080,93240,233520,"['A', 'Q', 'T', '9', '6']",HC
6389,1020,12060,46620,0,"['A', 'Q', 'T', '9', '5']",HC
6390,1020,8040,15540,0,"['A', 'Q', 'T', '9', '4']",HC
6391,1020,4020,0,0,"['A', 'Q', 'T', '9', '3']",HC
6392,1020,0,0,0,"['A', 'Q', 'T', '9', '2']",HC
6393,1020,20100,155400,525420,"['A', 'Q', 'T', '8', '7']",HC
6394,1020,16080,93240,233520,"['A', 'Q', 'T', '8', '6']",HC
6395,1020,12060,46620,0,"['A', 'Q', 'T', '8', '5']",HC
6396,1020,8040,15540,0,"['A', 'Q', 'T', '8', '4']",HC
6397,1020,4020,0,0,"['A', 'Q', 'T', '8', '3']",HC
6398,1020,0,0,0,"['A', 'Q', 'T', '8', '2']",HC
6399,1020,16080,93240,175140,"['A', 'Q', 'T', '7', '6']",HC
6400,1020,12060,46620,0,"['A', 'Q', 'T', '7', '5']",HC
6401,1020,8040,15540,0,"['A', 'Q', 'T', '7', '4']",HC
6402,1020,4020,0,0,"['A', 'Q', 'T', '7', '3']",HC
6403,1020,0,0,0,"['A', 'Q', 'T', '7', '2']",HC
6404,1020,12060,46620,0,"['A', 'Q', 'T', '6', '5']",HC
6405,1020,8040,15540,0,"['A', 'Q', 'T', '6', '4']",HC
6406,1020,4020,0,0,"['A', 'Q', 'T', '6', '3']",HC
6407,1020,0,0,0,"['A', 'Q', 'T', '6', '2']",HC
6408,1020,8040,0,0,"['A', 'Q', 'T', '5', '4']",HC
6409,1020,4020,0,0,"['A', 'Q', 'T', '5', '3']",HC
6410,1020,0,0,0,"['A', 'Q', 'T', '5', '2']",HC
6411,1020,4020,0,0,"['A', 'Q', 'T', '4', '3']",HC
6412,1020,0,0,0,"['A', 'Q', 'T', '4', '2']",HC
6413,1020,0,0,0,"['A', 'Q', 'T', '3', '2']",HC
6414,1020,20100,139860,408660,"['A', 'Q', '9', '8', '7']",HC
6415,1020,16080,93240,233520,"['A', 'Q', '9', '8', '6']",HC
6416,1020,12060,46620,0,"['A', 'Q', '9', '8', '5']",HC
6417,1020,8040,15540,0,"['A', 'Q', '9', '8', '4']",HC
6418,1020,4020,0,0,"['A', 'Q', '9', '8', '3']",HC
6419,1020,0,0,0,"['A', 'Q', '9', '8', '2']",HC
6420,1020,16080,93240,175140,"['A', 'Q', '9', '7', '6']",HC
6421,1020,12060,46620,0,"['A', 'Q', '9', '7', '5']",HC
6422,1020,8040,15540,0,"['A', 'Q', '9', '7', '4']",HC
6423,1020,4020,0,0,"['A', 'Q', '9', '7', '3']",HC
6424,1020,0,0,0,"['A', 'Q', '9', '7', '2']",HC
6425,1020,12060,46620,0,"['A', 'Q', '9', '6', '5']",HC
6426,1020,8040,15540,0,"['A', 'Q', '9', '6', '4']",HC
6427,1020,4020,0,0,"['A', 'Q', '9', '6', '3']",HC
6428,1020,0,0,0,"['A', 'Q', '9', '6', '2']",HC
6429,1020,8040,0,0,"['A', 'Q', '9', '5', '4']",HC
6430,1020,4020,0,0,"['A', 'Q', '9', '5', '3']",HC
6431,1020,0,0,0,"['A', 'Q', '9', '5', '2']",HC
6432,1020,4020,0,0,"['A', 'Q', '9', '4', '3']",HC
6433,1020,0,0,0,"['A', 'Q', '9', '4', '2']",HC
6434,1020,0,0,0,"['A', 'Q', '9', '3', '2']",HC
6435,1020,16080,77700,116760,"['A', 'Q', '8', '7', '6']",HC
6436,1020,12060,46620,0,"['A', 'Q', '8', '7', '5']",HC
6437,1020,8040,15540,0,"['A', 'Q', '8', '7', '4']",HC
6438,1020,4020,0,0,"['A', 'Q', '8', '7', '3']",HC
6439,1020,0,0,0,"['A', 'Q', '8', '7', '2']",HC
6440,1020,12060,46620,0,"['A', 'Q', '8', '6', '5']",HC
6441,1020,8040,15540,0,"['A', 'Q', '8', '6', '4']",HC
6442,1020,4020,0,0,"['A', 'Q', '8', '6', '3']",HC
6443,1020,0,0,0,"['A', 'Q', '8', '6', '2']",HC
6444,1020,8040,0,0,"['A', 'Q', '8', '5', '4']",HC
6445,1020,4020,0,0,"['A', 'Q', '8', '5', '3']",HC
6446,1020,0,0,0,"['A', 'Q', '8', '5', '2']",HC
6447,1020,4020,0,0,"['A', 'Q', '8', '4', '3']",HC
6448,1020,0,0,0,"['A', 'Q', '8', '4', '2']",HC
6449,1020,0,0,0,"['A', 'Q', '8', '3', '2']",HC
6450,1020,12060,31080,0,"['A', 'Q', '7', '6', '5']",HC
6451,1020,8040,15540,0,"['A', 'Q', '7', '6', '4']",HC
6452,1020,4020,0,0,"['A', 'Q', '7', '6', '3']",HC
6453,1020,0,0,0,"['A', 'Q', '7', '6', '2']",HC
6454,1020,8040,0,0,"['A', 'Q', '7', '5', '4']",HC
6455,1020,4020,0,0,"['A', 'Q', '7', '5', '3']",HC
6456,1020,0,0,0,"['A', 'Q', '7', '5', '2']",HC
6457,1020,4020,0,0,"['A', 'Q', '7', '4', '3']",HC
6458,1020,0,0,0,"['A', 'Q', '7', '4', '2']",HC
6459,1020,0,0,0,"['A', 'Q', '7', '3', '2']",HC
6460,1020,8040,0,0,"['A', 'Q', '6', '5', '4']",HC
6461,1020,4020,0,0,"['A', 'Q', '6', '5', '3']",HC
6462,1020,0,0,0,"['A', 'Q', '6', '5', '2']",HC
6463,1020,4020,0,0,"['A', 'Q', '6', '4', '3']",HC
6464,1020,0,0,0,"['A', 'Q', '6', '4', '2']",HC
6465,1020,0,0,0,"['A', 'Q', '6', '3', '2']",HC
6466,1020,0,0,0,"['A', 'Q', '5', '4', '3']",HC
6467,1020,0,0,0,"['A', 'Q', '5', '4', '2']",HC
6468,1020,0,0,0,"['A', 'Q', '5', '3', '2']",HC
6469,1020,0,0,0,"['A', 'Q', '4', '3', '2']",HC
6470,1020,20100,155400,583800,"['A', 'J', 'T', '9', '8']",HC
6471,1020,20100,155400,583800,"['A', 'J', 'T', '9', '7']",HC
6472,1020,16080,93240,233520,"['A', 'J', 'T', '9', '6']",HC
6473,1020,12060,46620,0,"['A', 'J', 'T', '9', '5']",HC
6474,1020,8040,15540,0,"['A', 'J', 'T', '9', '4']",HC
6475,1020,4020,0,0,"['A', 'J', 'T', '9', '3']",HC
6476,1020,0,0,0,"['A', 'J', 'T', '9', '2']",HC
6477,1020,20100,155400,525420,"['A', 'J', 'T', '8', '7']",HC
6478,1020,16080,93240,233520,"['A', 'J', 'T', '8', '6']",HC
6479,1020,12060,46620,0,"['A', 'J', 'T', '8', '5']",HC
6480,1020,8040,15540,0,"['A', 'J', 'T', '8', '4']",HC
6481,1020,4020,0,0,"['A', 'J', 'T', '8', '3']",HC
6482,1020,0,0,0,"['A', 'J', 'T', '8', '2']",HC
6483,1020,16080,93240,175140,"['A', 'J', 'T', '7', '6']",HC
6484,1020,12060,46620,0,"['A', 'J', 'T', '7', '5']",HC
6485,1020,8040,15540,0,"['A', 'J', 'T', '7', '4']",HC
6486,1020,4020,0,0,"['A', 'J', 'T', '7', '3']",HC
6487,1020,0,0,0,"['A', 'J', 'T', '7', '2']",HC
6488,1020,12060,46620,0,"['A', 'J', 'T', '6', '5']",HC
6489,1020,8040,15540,0,"['A', 'J', 'T', '6', '4']",HC
6490,1020,4020,0,0,"['A', 'J', 'T', '6', '3']",HC
6491,1020,0,0,0,"['A', 'J', 'T', '6', '2']",HC
6492,1020,8040,0,0,"['A', 'J', 'T', '5', '4']",HC
6493,1020,4020,0,0,"['A', 'J', 'T', '5', '3']",HC
6494,1020,0,0,0,"['A', 'J', 'T', '5', '2']",HC
6495,1020,4020,0,0,"['A', 'J', 'T', '4', '3']",HC
6496,1020,0,0,0,"['A', 'J', 'T', '4', '2']",HC
6497,1020,0,0,0,"['A', 'J', 'T', '3', '2']",HC
6498,1020,20100,139860,408660,"['A', 'J', '9', '8', '7']",HC
6499,1020,16080,93240,233520,"['A', 'J', '9', '8', '6']",HC
6500,1020,12060,46620,0,"['A', 'J', '9', '8', '5']",HC
6501,1020,8040,15540,0,"['A', 'J', '9', '8', '4']",HC
6502,1020,4020,0,0,"['A', 'J', '9', '8', '3']",HC
6503,1020,0,0,0,"['A', 'J', '9', '8', '2']",HC
6504,1020,16080,93240,175140,"['A', 'J', '9', '7', '6']",HC
6505,1020,12060,46620,0,"['A', 'J', '9', '7', '5']",HC
6506,1020,8040,15540,0,"['A', 'J', '9', '7', '4']",HC
6507,1020,4020,0,0,"['A', 'J', '9', '7', '3']",HC
6508,1020,0,0,0,"['A', 'J', '9', '7', '2']",HC
6509,1020,12060,46620,0,"['A', 'J', '9', '6', '5']",HC
6510,1020,8040,15540,0,"['A', 'J', '9', '6', '4']",HC
6511,1020,4020,0,0,"['A', 'J', '9', '6', '3']",HC
6512,1020,0,0,0,"['A', 'J', '9', '6', '2']",HC
6513,1020,8040,0,0,"['A', 'J', '9', '5', '4']",HC
6514,1020,4020,0,0,"['A', 'J', '9', '5', '3']",HC
6515,1020,0,0,0,"['A', 'J', '9', '5', '2']",HC
6516,1020,4020,0,0,"['A', 'J', '9', '4', '3']",HC
6517,1020,0,0,0,"['A', 'J', '9', '4', '2']",HC
6518,1020,0,0,0,"['A', 'J', '9', '3', '2']",HC
6519,1020,16080,77700,116760,"['A', 'J', '8', '7', '6']",HC
6520,1020,12060,46620,0,"['A', 'J', '8', '7', '5']",HC
6521,1020,8040,15540,0,"['A', 'J', '8', '7', '4']",HC
6522,1020,4020,0,0,"['A', 'J', '8', '7', '3']",HC
6523,1020,0,0,0,"['A', 'J', '8', '7', '2']",HC
6524,1020,12060,46620,0,"['A', 'J', '8', '6', '5']",HC
6525,1020,8040,15540,0,"['A', 'J', '8', '6', '4']",HC
6526,1020,4020,0,0,"['A', 'J', '8', '6', '3']",HC
6527,1020,0,0,0,"['A', 'J', '8', '6', '2']",HC
6528,1020,8040,0,0,"['A', 'J', '8', '5', '4']",HC
6529,1020,4020,0,0,"['A', 'J', '8', '5', '3']",HC
6530,1020,0,0,0,"['A', 'J', '8', '5', '2']",HC
6531,1020,4020,0,0,"['A', 'J', '8', '4', '3']",HC
6532,1020,0,0,0,"['A', 'J', '8', '4', '2']",HC
6533,1020,0,0,0,"['A', 'J', '8', '3', '2']",HC
6534,1020,12060,31080,0,"['A', 'J', '7', '6', '5']",HC
6535,1020,8040,15540,0,"['A', 'J', '7', '6', '4']",HC
6536,1020,4020,0,0,"['A', 'J', '7', '6', '3']",HC
6537,1020,0,0,0,"['A', 'J', '7', '6', '2']",HC
6538,1020,8040,0,0,"['A', 'J', '7', '5', '4']",HC
6539,1020,4020,0,0,"['A', 'J', '7', '5', '3']",HC
6540,1020,0,0,0,"['A', 'J', '7', '5', '2']",HC
6541,1020,4020,0,0,"['A', 'J', '7', '4', '3']",HC
6542,1020,0,0,0,"['A', 'J', '7', '4', '2']",HC
6543,1020,0,0,0,"['A', 'J', '7', '3', '2']",HC
6544,1020,8040,0,0,"['A', 'J', '6', '5', '4']",HC
6545,1020,4020,0,0,"['A', 'J', '6', '5', '3']",HC
6546,1020,0,0,0,"['A', 'J', '6', '5', '2']",HC
6547,1020,4020,0,0,"['A', 'J', '6', '4', '3']",HC
6548,1020,0,0,0,"['A', 'J', '6', '4', '2']",HC
6549,1020,0,0,0,"['A', 'J', '6', '3', '2']",HC
6550,1020,0,0,0,"['A', 'J', '5', '4', '3']",HC
6551,1020,0,0,0,"['A', 'J', '5', '4', '2']",HC
6552,1020,0,0,0,"['A', 'J', '5', '3', '2']",HC
6553,1020,0,0,0,"['A', 'J', '4', '3', '2']",HC
6554,1020,16080,93240,233520,"['A', 'T', '9', '8', '7']",HC
6555,1020,16080,93240,233520,"['A', 'T', '9', '8', '6']",HC
6556,1020,12060,46620,0,"['A', 'T', '9', '8', '5']",HC
6557,1020,8040,15540,0,"['A', 'T', '9', '8', '4']",HC
6558,1020,4020,0,0,"['A', 'T', '9', '8', '3']",HC
6559,1020,0,0,0,"['A', 'T', '9', '8', '2']",HC
6560,1020,16080,93240,175140,"['A', 'T', '9', '7', '6']",HC
6561,1020,12060,46620,0,"['A', 'T', '9', '7', '5']",HC
6562,1020,8040,15540,0,"['A', 'T', '9', '7', '4']",HC
6563,1020,4020,0,0,"['A', 'T', '9', '7', '3']",HC
6564,1020,0,0,0,"['A', 'T', '9', '7', '2']",HC
6565,1020,12060,46620,0,"['A', 'T', '9', '6', '5']",HC
6566,1020,8040,15540,0,"['A', 'T', '9', '6', '4']",HC
6567,1020,4020,0,0,"['A', 'T', '9', '6', '3']",HC
6568,1020,0,0,0,"['A', 'T', '9', '6', '2']",HC
6569,1020,8040,0,0,"['A', 'T', '9', '5', '4']",HC
6570,1020,4020,0,0,"['A', 'T', '9', '5', '3']",HC
6571,1020,0,0,0,"['A', 'T', '9', '5', '2']",HC
6572,1020,4020,0,0,"['A', 'T', '9', '4', '3']",HC
6573,1020,0,0,0,"['A', 'T', '9', '4', '2']",HC
6574,1020,0,0,0,"['A', 'T', '9', '3', '2']",HC
6575,1020,16080,77700,116760,"['A', 'T', '8', '7', '6']",HC
6576,1020,12060,46620,0,"['A', 'T', '8', '7', '5']",HC
6577,1020,8040,15540,0,"['A', 'T', '8', '7', '4']",HC
6578,1020,4020,0,0,"['A', 'T', '8', '7', '3']",HC
6579,1020,0,0,0,"['A', 'T', '8', '7', '2']",HC
6580,1020,12060,46620,0,"['A', 'T', '8', '6', '5']",HC
6581,1020,8040,15540,0,"['A', 'T', '8', '6', '4']",HC
6582,1020,4020,0,0,"['A', 'T', '8', '6', '3']",HC
6583,1020,0,0,0,"['A', 'T', '8', '6', '2']",HC
6584,1020,8040,0,0,"['A', 'T', '8', '5', '4']",HC
6585,1020,4020,0,0,"['A', 'T', '8', '5', '3']",HC
6586,1020,0,0,0,"['A', 'T', '8', '5', '2']",HC
6587,1020,4020,0,0,"['A', 'T', '8', '4', '3']",HC
6588,1020,0,0,0,"['A', 'T', '8', '4', '2']",HC
6589,1020,0,0,0,"['A', 'T', '8', '3', '2']",HC
6590,1020,12060,31080,0,"['A', 'T', '7', '6', '5']",HC
6591,1020,8040,15540,0,"['A', 'T', '7', '6', '4']",HC
6592,1020,4020,0,0,"['A', 'T', '7', '6', '3']",HC
6593,1020,0,0,0,"['A', 'T', '7', '6', '2']",HC
6594,1020,8040,0,0,"['A', 'T', '7', '5', '4']",HC
6595,1020,4020,0,0,"['A', 'T', '7', '5', '3']",HC
6596,1020,0,0,0,"['A', 'T', '7', '5', '2']",HC
6597,1020,4020,0,0,"['A', 'T', '7', '4', '3']",HC
6598,1020,0,0,0,"['A', 'T', '7', '4', '2']",HC
6599,1020,0,0,0,"['A', 'T', '7', '3', '2']",HC
6600,1020,8040,0,0,"['A', 'T', '6', '5', '4']",HC
6601,1020,4020,0,0,"['A', 'T', '6', '5', '3']",HC
6602,1020,0,0,0,"['A', 'T', '6', '5', '2']",HC
6603,1020,4020,0,0,"['A', 'T', '6', '4', '3']",HC
6604,1020,0,0,0,"['A', 'T', '6', '4', '2']",HC
6605,1020,0,0,0,"['A', 'T', '6', '3', '2']",HC
6606,1020,0,0,0,"['A', 'T', '5', '4', '3']",HC
6607,1020,0,0,0,"['A', 'T', '5', '4', '2']",HC
6608,1020,0,0,0,"['A', 'T', '5', '3', '2']",HC
6609,1020,0,0,0,"['A', 'T', '4', '3', '2']",HC
6610,1020,12060,46620,58380,"['A', '9', '8', '7', '6']",HC
6611,1020,12060,46620,0,"['A', '9', '8', '7', '5']",HC
6612,1020,8040,15540,0,"['A', '9', '8', '7', '4']",HC
6613,1020,4020,0,0,"['A', '9', '8', '7', '3']",HC
6614,1020,0,0,0,"['A', '9', '8', '7', '2']",HC
6615,1020,12060,46620,0,"['A', '9', '8', '6', '5']",HC
6616,1020,8040,15540,0,"['A', '9', '8', '6', '4']",HC
6617,1020,4020,0,0,"['A', '9', '8', '6', '3']",HC
6618,1020,0,0,0,"['A', '9', '8', '6', '2']",HC
6619,1020,8040,0,0,"['A', '9', '8', '5', '4']",HC
6620,1020,4020,0,0,"['A', '9', '8', '5', '3']",HC
6621,1020,0,0,0,"['A', '9', '8', '5', '2']",HC
6622,1020,4020,0,0,"['A', '9', '8', '4', '3']",HC
6623,1020,0,0,0,"['A', '9', '8', '4', '2']",HC
6624,1020,0,0,0,"['A', '9', '8', '3', '2']",HC
6625,1020,12060,31080,0,"['A', '9', '7', '6', '5']",HC
6626,1020,8040,15540,0,"['A', '9', '7', '6', '4']",HC
6627,1020,4020,0,0,"['A', '9', '7', '6', '3']",HC
6628,1020,0,0,0,"['A', '9', '7', '6', '2']",HC
6629,1020,8040,0,0,"['A', '9', '7', '5', '4']",HC
6630,1020,4020,0,0,"['A', '9', '7', '5', '3']",HC
6631,1020,0,0,0,"['A', '9', '7', '5', '2']",HC
6632,1020,4020,0,0,"['A', '9', '7', '4', '3']",HC
6633,1020,0,0,0,"['A', '9', '7', '4', '2']",HC
6634,1020,0,0,0,"['A', '9', '7', '3', '2']",HC
6635,1020,8040,0,0,"['A', '9', '6', '5', '4']",HC
6636,1020,4020,0,0,"['A', '9', '6', '5', '3']",HC
6637,1020,0,0,0,"['A', '9', '6', '5', '2']",HC
6638,1020,4020,0,0,"['A', '9', '6', '4', '3']",HC
6639,1020,0,0,0,"['A', '9', '6', '4', '2']",HC
6640,1020,0,0,0,"['A', '9', '6', '3', '2']",HC
6641,1020,0,0,0,"['A', '9', '5', '4', '3']",HC
6642,1020,0,0,0,"['A', '9', '5', '4', '2']",HC
6643,1020,0,0,0,"['A', '9', '5', '3', '2']",HC
6644,1020,0,0,0,"['A', '9', '4', '3', '2']",HC
6645,1020,8040,15540,0,"['A', '8', '7', '6', '5']",HC
6646,1020,8040,15540,0,"['A', '8', '7', '6', '4']",HC
6647,1020,4020,0,0,"['A', '8', '7', '6', '3']",HC
6648,1020,0,0,0,"['A', '8', '7', '6', '2']",HC
6649,1020,8040,0,0,"['A', '8', '7', '5', '4']",HC
6650,1020,4020,0,0,"['A', '8', '7', '5', '3']",HC
6651,1020,0,0,0,"['A', '8', '7', '5', '2']",HC
6652,1020,4020,0,0,"['A', '8', '7', '4', '3']",HC
6653,1020,0,0,0,"['A', '8', '7', '4', '2']",HC
6654,1020,0,0,0,"['A', '8', '7', '3', '2']",HC
6655,1020,8040,0,0,"['A', '8', '6', '5', '4']",HC
6656,1020,4020,0,0,"['A', '8', '6', '5', '3']",HC
6657,1020,0,0,0,"['A', '8', '6', '5', '2']",HC
6658,1020,4020,0,0,"['A', '8', '6', '4', '3']",HC
6659,1020,0,0,0,"['A', '8', '6', '4', '2']",HC
6660,1020,0,0,0,"['A', '8', '6', '3', '2']",HC
6661,1020,0,0,0,"['A', '8', '5', '4', '3']",HC
6662,1020,0,0,0,"['A', '8', '5', '4', '2']",HC
6663,1020,0,0,0,"['A', '8', '5', '3', '2']",HC
6664,1020,0,0,0,"['A', '8', '4', '3', '2']",HC
6665,1020,4020,0,0,"['A', '7', '6', '5', '4']",HC
6666,1020,4020,0,0,"['A', '7', '6', '5', '3']",HC
6667,1020,0,0,0,"['A', '7', '6', '5', '2']",HC
6668,1020,4020,0,0,"['A', '7', '6', '4', '3']",HC
6669,1020,0,0,0,"['A', '7', '6', '4', '2']",HC
6670,1020,0,0,0,"['A', '7', '6', '3', '2']",HC
6671,1020,0,0,0,"['A', '7', '5', '4', '3']",HC
6672,1020,0,0,0,"['A', '7', '5', '4', '2']",HC
6673,1020,0,0,0,"['A', '7', '5', '3', '2']",HC
6674,1020,0,0,0,"['A', '7', '4', '3', '2']",HC
6675,1020,0,0,0,"['A', '6', '5', '4', '3']",HC
6676,1020,0,0,0,"['A', '6', '5', '4', '2']",HC
6677,1020,0,0,0,"['A', '6', '5', '3', '2']",HC
6678,1020,0,0,0,"['A', '6', '4', '3', '2']",HC
6679,1020,24120,233100,1167600,"['K', 'Q', 'J', 'T', '8']",HC
6680,1020,20100,155400,583800,"['K', 'Q', 'J', 'T', '7']",HC
6681,1020,16080,93240,233520,"['K', 'Q', 'J', 'T', '6']",HC
6682,1020,12060,46620,58380,"['K', 'Q', 'J', 'T', '5']",HC
6683,1020,8040,15540,0,"['K', 'Q', 'J', 'T', '4']",HC
6684,1020,4020,0,0,"['K', 'Q', 'J', 'T', '3']",HC
6685,1020,0,0,0,"['K', 'Q', 'J', 'T', '2']",HC
6686,1020,24120,233100,1109220,"['K', 'Q', 'J', '9', '8']",HC
6687,1020,20100,155400,583800,"['K', 'Q', 'J', '9', '7']",HC
6688,1020,16080,93240,233520,"['K', 'Q', 'J', '9', '6']",HC
6689,1020,12060,46620,58380,"['K', 'Q', 'J', '9', '5']",HC
6690,1020,8040,15540,0,"['K', 'Q', 'J', '9', '4']",HC
6691,1020,4020,0,0,"['K', 'Q', 'J', '9', '3']",HC
6692,1020,0,0,0,"['K', 'Q', 'J', '9', '2']",HC
6693,1020,20100,155400,525420,"['K', 'Q', 'J', '8', '7']",HC
6694,1020,16080,93240,233520,"['K', 'Q', 'J', '8', '6']",HC
6695,1020,12060,46620,58380,"['K', 'Q', 'J', '8', '5']",HC
6696,1020,8040,15540,0,"['K', 'Q', 'J', '8', '4']",HC
6697,1020,4020,0,0,"['K', 'Q', 'J', '8', '3']",HC
6698,1020,0,0,0,"['K', 'Q', 'J', '8', '2']",HC
6699,1020,16080,93240,175140,"['K', 'Q', 'J', '7', '6']",HC
6700,1020,12060,46620,58380,"['K', 'Q', 'J', '7', '5']",HC
6701,1020,8040,15540,0,"['K', 'Q', 'J', '7', '4']",HC
6702,1020,4020,0,0,"['K', 'Q', 'J', '7', '3']",HC
6703,1020,0,0,0,"['K', 'Q', 'J', '7', '2']",HC
6704,1020,12060,46620,0,"['K', 'Q', 'J', '6', '5']",HC
6705,1020,8040,15540,0,"['K', 'Q', 'J', '6', '4']",HC
6706,1020,4020,0,0,"['K', 'Q', 'J', '6', '3']",HC
6707,1020,0,0,0,"['K', 'Q', 'J', '6', '2']",HC
6708,1020,8040,15540,0,"['K', 'Q', 'J', '5', '4']",HC
6709,1020,4020,0,0,"['K', 'Q', 'J', '5', '3']",HC
6710,1020,0,0,0,"['K', 'Q', 'J', '5', '2']",HC
6711,1020,4020,0,0,"['K', 'Q', 'J', '4', '3']",HC
6712,1020,0,0,0,"['K', 'Q', 'J', '4', '2']",HC
6713,1020,0,0,0,"['K', 'Q', 'J', '3', '2']",HC
6714,1020,24120,217560,934080,"['K', 'Q', 'T', '9', '8']",HC
6715,1020,20100,155400,583800,"['K', 'Q', 'T', '9', '7']",HC
6716,1020,16080,93240,233520,"['K', 'Q', 'T', '9', '6']",HC
6717,1020,12060,46620,58380,"['K', 'Q', 'T', '9', '5']",HC
6718,1020,8040,15540,0,"['K', 'Q', 'T', '9', '4']",HC
6719,1020,4020,0,0,"['K', 'Q', 'T', '9', '3']",HC
6720,1020,0,0,0,"['K', 'Q', 'T', '9', '2']",HC
6721,1020,20100,155400,525420,"['K', 'Q', 'T', '8', '7']",HC
6722,1020,16080,93240,233520,"['K', 'Q', 'T', '8', '6']",HC
6723,1020,12060,46620,58380,"['K', 'Q', 'T', '8', '5']",HC
6724,1020,8040,15540,0,"['K', 'Q', 'T', '8', '4']",HC
6725,1020,4020,0,0,"['K', 'Q', 'T', '8', '3']",HC
6726,1020,0,0,0,"['K', 'Q', 'T', '8', '2']",HC
6727,1020,16080,93240,175140,"['K', 'Q', 'T', '7', '6']",HC
6728,1020,12060,46620,58380,"['K', 'Q', 'T', '7', '5']",HC
6729,1020,8040,15540,0,"['K', 'Q', 'T', '7', '4']",HC
6730,1020,4020,0,0,"['K', 'Q', 'T', '7', '3']",HC
6731,1020,0,0,0,"['K', 'Q', 'T', '7', '2']",HC
6732,1020,12060,46620,0,"['K', 'Q', 'T', '6', '5']",HC
6733,1020,8040,15540,0,"['K', 'Q', 'T', '6', '4']",HC
6734,1020,4020,0,0,"['K', 'Q', 'T', '6', '3']",HC
6735,1020,0,0,0,"['K', 'Q', 'T', '6', '2']",HC
6736,1020,8040,15540,0,"['K', 'Q', 'T', '5', '4']",HC
6737,1020,4020,0,0,"['K', 'Q', 'T', '5', '3']",HC
6738,1020,0,0,0,"['K', 'Q', 'T', '5', '2']",HC
6739,1020,4020,0,0,"['K', 'Q', 'T', '4', '3']",HC
6740,1020,0,0,0,"['K', 'Q', 'T', '4', '2']",HC
6741,1020,0,0,0,"['K', 'Q', 'T', '3', '2']",HC
6742,1020,20100,139860,408660,"['K', 'Q', '9', '8', '7']",HC
6743,1020,16080,93240,233520,"['K', 'Q', '9', '8', '6']",HC
6744,1020,12060,46620,58380,"['K', 'Q', '9', '8', '5']",HC
6745,1020,8040,15540,0,"['K', 'Q', '9', '8', '4']",HC
6746,1020,4020,0,0,"['K', 'Q', '9', '8', '3']",HC
6747,1020,0,0,0,"['K', 'Q', '9', '8', '2']",HC
6748,1020,16080,93240,175140,"['K', 'Q', '9', '7', '6']",HC
6749,1020,12060,46620,58380,"['K', 'Q', '9', '7', '5']",HC
6750,1020,8040,15540,0,"['K', 'Q', '9', '7', '4']",HC
6751,1020,4020,0,0,"['K', 'Q', '9', '7', '3']",HC
6752,1020,0,0,0,"['K', 'Q', '9', '7', '2']",HC
6753,1020,12060,46620,0,"['K', 'Q', '9', '6', '5']",HC
6754,1020,8040,15540,0,"['K', 'Q', '9', '6', '4']",HC
6755,1020,4020,0,0,"['K', 'Q', '9', '6', '3']",HC
6756,1020,0,0,0,"['K', 'Q', '9', '6', '2']",HC
6757,1020,8040,15540,0,"['K', 'Q', '9', '5', '4']",HC
6758,1020,4020,0,0,"['K', 'Q', '9', '5', '3']",HC
6759,1020,0,0,0,"['K', 'Q', '9', '5', '2']",HC
6760,1020,4020,0,0,"['K', 'Q', '9', '4', '3']",HC
6761,1020,0,0,0,"['K', 'Q', '9', '4', '2']",HC
6762,1020,0,0,0,"['K', 'Q', '9', '3', '2']",HC
6763,1020,16080,77700,116760,"['K', 'Q', '8', '7', '6']",HC
6764,1020,12060,46620,58380,"['K', 'Q', '8', '7', '5']",HC
6765,1020,8040,15540,0,"['K', 'Q', '8', '7', '4']",HC
6766,1020,4020,0,0,"['K', 'Q', '8', '7', '3']",HC
6767,1020,0,0,0,"['K', 'Q', '8', '7', '2']",HC
6768,1020,12060,46620,0,"['K', 'Q', '8', '6', '5']",HC
6769,1020,8040,15540,0,"['K', 'Q', '8', '6', '4']",HC
6770,1020,4020,0,0,"['K', 'Q', '8', '6', '3']",HC
6771,1020,0,0,0,"['K', 'Q', '8', '6', '2']",HC
